,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-08-04,167.6,188.5,236.67,294.68,126.21,130.94,162.96,180.74,137.07,138.87,168.4,196.97,164.8,176.89,181.8,234.81,133.34,147.25,157.89,175.37,142.49,167.41,232.66,248.7,162.96,210.7,170.77,134.15,183.28,184.2,166.0,211.12,168.35,196.41,124.32,53.59,266.63,434.99,149.76,179.97,163.12,188.88,178.28,196.71,165.56,224.22,161.07,217.88,156.28,201.77,335.09,382.94,189.75,180.11,161.28,184.88,194.36,246.69,158.27,201.72,171.34,220.34,153.84,135.67,165.08,194.14,192.14,225.75,167.34,183.75,158.33,161.97,175.52,192.97,158.13,142.7,176.08,213.34,184.17,217.47,310.65,346.28,169.07,200.23,146.47,168.18,194.07,229.29,203.6,215.38,154.33,156.5,194.09,204.54,172.23,140.11,191.89,247.77,366.55,441.92
2021-08-05,170.0,191.63,238.07,302.0,128.24,133.6,164.7,182.38,140.44,144.18,172.5,201.62,164.94,177.76,180.5,232.22,133.71,149.07,159.41,188.25,142.76,169.43,243.57,263.44,165.22,220.7,175.19,133.04,191.98,195.7,168.58,210.84,172.37,201.96,123.81,56.28,266.74,427.13,150.55,179.96,155.99,174.33,178.96,199.44,165.42,229.08,161.29,206.02,157.74,199.95,344.93,372.47,193.35,181.15,167.27,197.05,189.18,236.28,160.71,204.77,172.98,225.9,155.88,137.59,167.66,199.8,190.3,219.97,169.21,188.11,159.5,158.7,179.44,192.24,159.79,145.69,169.26,208.72,184.47,211.59,333.58,360.26,174.0,211.68,145.74,167.95,207.42,254.53,201.83,215.8,157.93,161.46,198.38,209.77,174.47,140.17,194.55,258.61,375.95,448.96
2021-08-06,198.12,236.76,255.9,322.15,146.73,157.2,195.23,223.86,158.17,166.4,192.1,243.05,198.98,216.09,221.63,272.87,153.02,179.77,187.31,225.11,149.86,178.84,267.05,294.2,190.07,283.72,207.89,164.5,236.67,260.31,191.58,251.56,205.92,246.21,143.58,72.55,306.76,504.54,178.48,220.04,193.93,243.71,209.02,242.66,191.67,280.22,189.32,249.13,187.88,267.3,370.04,432.84,228.81,229.78,190.02,246.11,239.52,303.44,189.43,249.47,197.74,267.88,184.89,168.69,195.3,246.96,218.25,260.78,195.23,233.96,188.7,196.35,199.19,224.24,187.27,183.74,222.3,305.0,210.92,251.68,384.65,456.46,201.35,270.77,172.29,210.74,223.58,278.87,240.92,247.81,189.64,199.98,220.19,243.44,214.9,177.75,232.36,334.07,402.85,496.93
2021-08-07,203.02,229.23,236.72,311.1,137.23,154.61,183.55,216.63,149.96,178.36,175.31,235.3,192.33,219.26,226.06,269.33,141.67,175.54,180.15,238.92,142.2,175.71,248.94,291.45,187.11,329.33,190.87,164.51,217.21,246.01,182.15,244.92,197.44,256.41,133.92,75.73,311.91,515.06,170.02,221.62,177.93,235.47,192.61,255.24,164.63,251.93,194.24,252.14,183.58,286.62,345.06,407.38,214.15,215.63,172.89,256.01,240.39,323.23,182.27,256.99,194.74,257.33,177.15,177.94,186.67,258.16,186.93,235.06,186.63,245.4,175.54,193.25,185.02,237.39,177.3,190.2,214.86,337.93,205.79,266.32,377.06,431.38,193.09,285.66,163.09,222.2,212.89,281.37,238.12,261.09,179.9,187.28,202.78,241.02,208.12,176.0,218.55,340.06,384.61,450.23
2021-08-08,144.24,171.81,195.84,242.55,105.4,109.18,138.06,135.83,124.18,136.94,145.67,173.5,152.04,151.86,181.64,211.64,112.25,128.59,138.38,162.49,130.54,160.71,199.04,195.72,146.42,219.56,151.5,111.82,175.58,148.13,140.4,165.97,153.16,158.16,97.74,48.73,279.25,425.66,142.98,168.49,145.26,188.31,157.04,170.88,144.04,186.17,138.82,164.36,140.27,168.2,309.81,299.54,173.16,144.99,148.21,208.92,207.57,235.45,148.96,187.83,153.86,190.76,140.2,121.56,148.22,174.01,160.59,162.86,146.06,160.38,131.28,121.91,161.2,178.48,145.15,137.28,168.55,241.1,158.78,184.89,336.1,342.26,145.57,182.62,124.19,144.75,142.13,163.66,214.61,199.73,151.86,150.94,174.32,192.07,171.05,123.18,186.8,234.76,370.99,365.88
2021-08-09,160.18,205.3,222.37,284.92,121.01,126.51,156.79,175.46,130.64,136.53,156.73,174.6,158.95,174.14,175.01,227.19,130.72,144.42,153.84,171.33,136.19,163.85,231.32,255.68,148.63,188.31,159.51,124.38,182.02,180.72,159.69,207.27,159.63,181.4,119.68,51.97,265.58,431.67,144.24,167.48,152.44,173.97,164.29,178.95,157.11,220.74,151.82,218.59,147.71,186.7,326.63,360.54,182.38,169.27,165.35,212.15,191.87,248.44,153.38,198.15,163.69,213.99,146.6,126.22,163.42,195.67,186.57,235.63,158.22,171.16,155.93,164.25,165.7,180.6,152.97,137.53,159.96,213.55,178.19,206.43,332.02,391.6,161.87,193.63,140.87,162.25,184.27,217.3,197.97,198.6,153.42,154.17,184.01,195.73,171.12,139.49,177.94,221.24,342.89,394.71
2021-08-10,160.31,199.3,220.16,291.01,122.42,126.56,160.4,183.46,132.81,138.28,157.13,179.65,161.33,178.23,172.64,231.4,131.43,144.76,155.79,176.15,138.02,163.25,228.29,252.27,157.22,196.14,166.69,129.98,179.56,181.23,158.95,205.19,162.79,192.12,120.99,51.41,263.39,446.3,144.92,170.57,158.54,190.32,171.07,199.41,160.12,222.13,149.69,205.79,147.82,187.18,320.17,354.03,183.95,174.71,162.81,198.56,189.77,253.35,153.75,196.46,159.97,217.35,149.53,126.29,165.47,196.78,187.24,227.44,160.58,174.17,160.05,179.13,166.61,179.65,154.35,139.08,177.12,236.27,181.96,213.62,324.96,366.38,163.07,189.06,143.03,165.69,187.47,221.3,197.05,193.57,151.91,154.69,191.54,201.57,165.89,142.74,179.84,231.39,342.03,396.67
2021-08-11,158.46,200.64,218.53,278.88,126.02,133.15,164.32,196.6,134.67,139.34,161.87,186.13,167.38,177.26,174.55,226.76,131.69,144.62,155.18,180.02,139.23,164.45,234.32,254.16,159.7,197.14,166.16,128.88,189.2,193.86,164.18,212.6,167.66,199.98,121.4,51.63,265.18,430.97,148.33,170.98,164.53,190.78,175.4,188.03,165.15,229.67,149.7,203.88,153.52,193.11,324.41,385.68,188.33,185.21,166.58,190.39,195.46,257.45,159.98,198.02,165.52,209.94,155.31,128.55,168.64,207.29,201.27,245.93,161.89,174.36,160.94,185.13,170.51,179.36,160.26,143.47,187.67,237.55,186.92,223.57,326.54,372.47,164.37,197.58,144.28,166.79,194.5,227.34,201.16,195.88,156.38,156.92,195.75,203.55,165.83,140.86,188.12,242.1,350.38,431.64
2021-08-12,169.8,213.89,226.01,275.53,130.7,142.57,173.88,214.5,140.52,144.48,166.79,199.52,174.72,183.67,192.18,227.22,135.88,148.49,165.8,193.05,141.59,166.83,241.03,260.75,169.21,219.67,173.98,134.81,207.39,212.57,167.27,219.83,175.35,212.8,126.3,56.02,272.15,416.37,159.02,189.76,173.49,190.83,195.85,206.02,174.81,243.43,158.97,209.63,159.0,196.98,336.26,394.73,194.63,196.88,167.73,204.66,201.22,256.62,166.24,207.02,166.98,219.67,162.0,133.25,179.45,227.1,198.02,237.53,172.89,187.75,167.29,201.0,173.59,183.0,168.72,153.15,194.05,241.97,196.71,241.4,334.12,367.73,174.06,215.19,150.83,174.63,209.67,246.43,204.78,204.21,163.93,164.41,199.15,206.12,186.8,171.19,205.86,268.45,358.34,428.02
2021-08-13,199.55,255.8,257.27,322.15,153.03,176.59,202.28,255.1,158.95,168.44,189.39,240.4,197.07,213.7,223.89,254.22,149.63,172.28,191.82,239.92,150.62,174.35,269.33,307.24,193.67,281.91,207.57,171.5,234.24,272.16,189.22,250.02,202.02,249.94,146.2,72.86,303.25,501.73,177.56,208.87,187.73,222.56,213.69,266.39,196.37,290.43,190.96,259.65,186.52,253.35,372.32,452.75,229.96,251.42,191.09,257.82,231.45,300.56,189.55,245.96,190.63,265.48,181.72,159.1,204.73,280.96,220.81,275.27,191.43,224.79,190.95,224.07,192.25,207.38,190.35,182.58,217.93,295.17,221.69,280.49,365.04,406.83,196.68,269.38,174.64,212.68,231.41,278.54,240.02,244.48,188.28,193.29,220.46,237.26,217.28,221.51,240.07,340.85,374.66,463.37
2021-08-14,199.24,262.08,240.73,294.83,140.09,173.91,187.43,267.53,153.43,180.32,177.99,243.44,185.1,217.54,232.1,265.17,132.48,168.04,179.18,251.4,142.79,173.38,248.82,300.19,193.53,338.47,202.45,193.95,227.72,292.08,184.6,264.68,190.35,264.53,133.94,80.61,307.01,511.2,179.51,242.57,174.26,238.49,199.39,274.8,182.77,310.87,189.84,281.76,178.8,283.56,339.75,391.5,246.51,370.16,179.8,285.02,231.78,316.32,181.24,259.64,192.41,261.79,176.31,172.11,198.38,299.41,197.05,257.68,189.2,250.08,179.21,222.33,175.91,216.22,182.8,197.17,202.7,301.13,215.18,298.34,338.4,397.12,186.51,287.62,162.69,221.02,223.15,277.67,234.13,252.17,192.94,204.7,206.13,244.07,223.52,240.3,229.73,376.78,362.42,432.62
2021-08-15,139.95,191.22,205.66,262.66,111.07,127.7,138.8,171.55,124.83,137.47,144.76,178.64,159.7,171.06,183.66,204.92,103.59,123.42,133.87,179.92,125.16,162.94,195.2,197.11,151.49,235.34,159.47,157.63,188.48,207.6,143.89,188.82,144.56,167.12,100.42,57.81,281.09,426.03,141.86,173.26,152.61,196.24,162.27,188.25,152.21,204.24,134.03,200.73,141.43,187.7,300.65,295.44,178.66,178.8,146.44,204.91,217.35,256.76,156.89,206.6,151.47,188.89,150.36,135.67,148.88,229.33,161.29,181.63,146.12,171.7,131.86,155.65,156.57,173.72,147.98,140.87,176.65,239.25,164.12,214.6,283.42,264.96,138.52,182.77,122.01,148.68,141.97,159.24,213.14,195.76,148.43,152.28,178.99,193.11,174.01,181.2,194.67,257.32,339.85,318.21
2021-08-16,156.58,290.77,224.22,273.08,124.96,146.34,159.76,268.21,131.85,139.3,157.92,195.07,162.71,179.98,175.33,223.08,125.66,140.44,149.16,194.36,140.68,166.38,226.55,260.39,157.35,216.36,170.49,187.87,190.9,272.75,158.36,238.78,165.06,231.05,124.6,73.24,260.8,431.03,142.62,172.28,152.85,177.47,168.83,189.01,154.95,215.82,154.45,288.61,148.04,218.28,301.62,358.43,180.5,198.66,158.65,194.07,189.06,249.43,155.21,200.75,155.83,215.03,149.22,129.09,167.81,290.37,185.04,241.63,157.98,193.5,154.67,232.99,162.69,176.03,151.91,142.28,173.34,230.67,178.96,242.39,281.27,321.2,159.23,211.27,144.11,178.48,185.97,227.11,196.27,191.45,152.04,162.6,180.58,188.42,172.84,199.47,184.76,258.48,311.94,385.67
2021-08-17,156.49,307.51,219.26,279.35,126.78,153.19,159.13,239.9,134.75,141.64,158.95,197.63,164.64,184.03,169.98,221.28,130.05,146.98,143.51,186.92,140.29,167.68,228.1,264.81,159.84,212.19,172.75,206.88,195.52,272.57,159.51,230.39,163.39,230.85,124.05,63.63,256.29,431.6,146.84,179.57,157.46,179.68,173.56,198.46,159.66,220.88,153.42,286.25,150.12,215.5,298.16,341.62,180.66,203.64,158.8,181.07,189.55,249.65,154.78,199.33,155.83,224.48,150.83,131.73,163.56,274.75,182.48,240.33,165.47,211.38,152.72,211.36,160.16,175.74,154.44,147.71,176.98,225.45,170.91,251.25,276.37,306.47,158.02,206.36,144.91,177.48,186.21,223.08,190.85,186.96,155.66,176.77,180.72,191.32,175.7,229.02,186.99,263.45,302.66,371.77
2021-08-18,162.14,406.77,223.69,301.39,130.08,163.88,156.87,221.81,135.54,142.15,160.73,199.61,166.06,183.04,174.38,216.98,132.97,154.27,159.73,239.33,143.78,165.35,237.46,279.64,162.22,218.67,179.72,215.28,197.95,276.11,160.49,239.97,164.49,241.51,123.67,65.69,261.76,428.49,146.63,177.53,161.95,184.58,178.65,201.51,163.27,228.73,154.69,332.84,155.9,233.9,302.69,361.96,184.73,225.05,158.78,180.67,191.33,249.42,157.32,201.34,159.73,235.78,152.02,131.06,171.3,295.62,186.69,240.03,168.89,226.06,153.39,201.06,168.37,184.65,160.4,158.94,182.23,230.31,181.64,317.83,278.92,355.89,159.29,240.17,142.1,176.78,181.87,212.45,194.41,202.41,158.79,194.35,187.69,200.4,177.19,288.07,192.17,265.2,305.0,374.63
2021-08-19,166.65,344.91,227.04,287.98,137.54,209.32,163.54,231.59,139.45,148.05,167.86,212.13,172.8,191.35,184.3,239.73,137.7,168.95,161.92,227.16,146.76,170.5,241.53,297.23,172.19,246.91,187.69,229.9,203.62,289.31,163.83,239.37,176.17,251.13,128.96,65.89,263.96,409.66,158.56,196.75,157.73,171.19,187.76,215.39,171.42,239.29,160.34,313.42,162.81,251.2,317.47,365.71,192.52,225.76,163.25,198.83,184.43,247.25,164.28,212.76,170.07,256.31,161.37,140.6,179.79,286.82,199.73,273.7,175.45,250.85,158.47,216.38,175.31,186.78,175.97,192.17,173.87,232.77,189.95,350.15,299.07,363.61,167.28,238.69,151.21,190.16,191.44,232.76,200.44,195.81,170.57,208.47,197.01,209.66,181.11,241.82,203.49,275.15,320.51,406.95
2021-08-20,192.07,308.85,251.86,323.23,155.42,218.77,190.72,263.54,158.62,173.62,187.23,269.51,194.55,219.93,207.56,250.95,154.64,193.97,184.82,252.7,142.48,175.24,268.88,335.41,198.59,323.49,214.28,271.14,232.38,328.06,185.37,285.58,201.17,307.35,144.57,76.39,295.37,492.23,174.91,220.49,183.73,228.24,210.07,255.68,187.95,271.97,188.12,320.32,187.16,311.08,345.41,420.57,213.87,253.16,186.44,255.54,226.55,297.63,180.17,237.3,192.22,272.11,181.04,166.45,201.94,312.4,225.42,310.15,202.19,316.44,185.2,232.02,187.74,211.05,193.62,231.87,201.11,284.07,213.91,339.56,338.38,426.82,191.07,284.68,174.55,228.37,223.98,298.07,227.69,249.04,189.31,242.19,214.52,238.58,208.33,249.3,231.62,334.54,331.27,418.46
2021-08-21,174.93,227.4,243.23,347.41,144.89,195.67,179.51,254.78,149.56,183.73,174.4,269.2,203.61,227.44,215.61,259.89,141.68,193.29,170.86,244.8,135.82,164.88,248.29,331.44,189.85,350.56,201.52,269.16,226.16,431.46,184.75,315.98,187.71,306.34,130.24,76.16,305.95,483.47,177.56,247.93,177.81,239.44,197.44,269.3,179.48,311.52,179.11,286.81,177.25,331.32,331.36,415.78,224.31,280.09,176.87,284.07,226.96,326.28,175.06,237.11,181.75,277.43,175.13,161.64,197.83,330.09,224.94,387.32,193.88,341.79,168.44,200.85,171.86,217.23,190.38,257.41,200.04,280.12,195.32,283.56,320.07,455.14,176.6,277.96,166.69,243.92,214.28,282.49,222.7,244.78,195.06,271.09,204.14,251.76,201.53,213.12,218.05,348.3,312.3,415.86
2021-08-22,131.2,153.02,186.35,243.68,109.25,152.13,131.91,178.2,121.69,139.79,140.2,194.78,72.05,87.61,166.05,188.59,106.98,141.94,128.27,167.4,116.09,145.01,186.14,218.09,148.32,253.4,152.21,230.01,177.06,269.68,137.86,261.69,149.52,222.0,94.13,54.7,218.5,321.16,133.82,168.22,89.31,110.46,157.19,179.0,146.89,202.71,129.76,211.34,137.23,238.68,301.57,339.65,165.12,188.23,143.32,202.43,150.03,182.45,115.59,146.86,142.45,203.7,102.63,76.61,144.76,203.05,163.8,267.11,147.95,240.86,124.13,140.74,146.22,164.29,142.04,187.4,81.17,100.81,143.98,184.39,263.83,323.41,139.03,182.2,122.46,168.8,137.82,178.12,189.02,178.61,150.51,206.56,166.08,189.6,155.52,136.12,185.72,248.51,286.63,332.07
2021-08-23,153.84,286.58,210.29,284.36,126.14,230.08,155.76,332.24,129.52,143.4,147.04,228.51,149.81,175.76,167.39,231.85,128.47,194.08,151.18,240.83,126.12,144.7,219.12,295.32,152.47,243.78,167.19,381.89,176.53,409.63,150.93,404.47,158.2,342.66,121.57,85.21,228.81,381.46,145.9,190.04,141.07,161.03,167.78,206.51,154.87,244.56,150.96,416.61,143.5,319.16,311.07,425.45,170.64,266.34,155.83,205.17,167.0,211.39,148.69,189.42,151.31,269.61,141.99,122.49,162.64,274.71,190.3,398.37,161.8,310.36,149.02,256.67,155.85,172.57,158.47,251.69,154.11,182.03,169.26,290.23,265.46,512.84,157.26,224.53,140.48,229.79,198.72,280.59,184.85,201.48,156.17,265.91,181.49,212.8,159.5,184.95,178.34,256.42,270.24,376.8
2021-08-24,153.43,287.12,209.45,274.23,127.31,209.09,155.54,287.73,133.83,145.29,153.04,218.27,178.15,216.21,172.68,232.98,128.6,177.18,152.79,234.88,124.61,140.26,218.78,293.97,152.53,220.67,166.49,327.4,172.37,354.1,151.71,348.69,156.33,298.52,120.49,73.7,243.36,403.76,150.83,191.29,165.04,198.8,168.72,210.91,149.24,210.87,149.67,381.59,143.55,288.1,295.09,391.3,171.66,240.76,153.12,188.82,188.54,252.63,160.78,213.55,151.02,255.46,158.48,142.37,161.74,260.22,185.46,490.6,163.71,327.84,150.96,234.02,156.35,173.49,162.16,230.58,180.86,227.68,167.92,273.32,255.49,438.31,157.0,215.75,142.62,219.98,190.57,270.78,187.94,199.51,156.14,266.63,180.42,201.98,160.47,191.57,175.8,246.76,264.48,378.59
2021-08-25,152.16,245.05,211.84,261.18,128.59,188.65,154.69,248.99,136.01,147.1,153.76,204.67,177.91,217.84,184.48,267.5,129.66,168.34,151.77,210.47,124.7,138.76,221.28,266.18,158.82,220.47,164.38,263.6,173.47,309.5,152.37,305.41,159.02,256.3,119.12,66.41,254.86,419.04,155.06,201.2,171.02,206.88,176.34,234.22,162.87,240.99,148.95,320.55,144.06,255.07,291.33,408.43,172.67,220.45,152.97,175.43,195.79,283.09,162.2,213.97,154.39,237.4,158.79,140.93,162.42,240.07,183.73,449.97,160.07,279.51,150.45,208.04,164.38,175.24,164.72,222.82,189.45,243.46,167.79,255.01,247.26,370.69,156.35,205.6,142.69,207.84,192.26,266.07,193.28,224.89,157.64,258.69,182.76,197.68,155.46,156.65,186.26,275.37,265.05,368.02
2021-08-26,162.4,257.69,211.47,261.87,131.8,178.82,161.95,246.8,140.93,151.14,158.34,203.92,184.79,225.93,192.07,313.12,132.63,167.65,157.6,214.45,128.63,138.71,230.56,280.13,168.93,259.92,172.97,256.76,178.21,296.16,156.57,299.0,166.09,258.09,122.06,63.11,263.01,433.14,162.48,220.36,175.99,218.06,186.51,265.08,158.17,224.81,158.08,312.76,149.79,249.38,295.99,387.36,180.63,218.44,159.73,185.56,199.67,272.86,165.29,220.1,155.98,229.79,162.69,147.85,167.5,239.15,179.93,326.08,167.21,275.91,156.71,198.24,170.76,181.26,168.09,217.48,194.23,257.52,174.76,246.26,261.79,346.99,162.19,214.76,148.42,204.03,197.39,277.88,210.23,269.44,160.61,232.98,189.19,204.24,167.54,165.63,192.87,284.55,275.11,352.49
2021-08-27,189.98,259.1,229.2,275.89,148.59,188.76,193.16,267.8,162.63,175.15,179.61,249.55,206.03,277.03,219.55,417.1,148.41,186.2,182.8,244.44,131.38,144.0,254.38,324.8,192.71,293.71,203.07,264.03,217.83,323.59,185.68,309.16,192.54,279.87,172.68,63.94,297.34,508.61,183.15,262.93,194.66,253.51,212.43,344.24,178.23,281.24,191.91,300.74,183.48,300.08,326.0,424.44,217.46,256.73,180.8,236.87,232.24,376.06,183.29,250.79,179.78,247.22,182.01,166.38,196.52,294.63,207.69,369.13,195.43,318.39,184.33,223.75,199.63,212.03,190.8,254.26,209.57,298.66,200.09,278.89,314.15,429.67,187.65,270.29,170.78,226.58,227.16,315.61,240.34,350.54,186.25,257.85,213.88,240.59,210.09,212.1,219.62,340.02,307.59,403.97
2021-08-28,195.16,240.06,235.2,298.31,141.17,183.23,184.82,240.06,154.19,184.41,170.13,263.19,200.22,296.67,217.69,466.73,137.32,179.85,177.19,254.49,123.14,140.24,244.1,315.53,189.37,318.17,192.75,221.87,212.11,296.36,181.94,298.96,185.7,274.37,213.22,41.07,283.38,521.28,182.31,294.37,182.25,287.08,202.06,373.78,169.84,293.17,228.76,275.27,174.05,293.95,306.9,410.54,206.35,258.65,166.43,245.46,222.73,404.85,169.12,255.43,177.24,251.69,170.92,177.58,187.76,286.62,193.36,306.78,189.25,303.37,169.6,194.86,173.01,221.92,180.36,233.01,206.02,346.83,191.31,283.55,298.38,387.48,181.06,279.74,165.2,233.39,223.02,316.92,229.48,340.44,187.17,247.72,209.34,259.7,189.77,190.09,217.16,378.93,288.42,389.21
2021-08-29,125.33,140.7,181.64,227.97,107.75,127.59,133.0,157.7,122.2,136.55,128.23,163.98,160.75,230.42,174.97,383.5,102.54,120.48,131.24,162.1,101.42,115.76,174.4,187.93,141.22,210.97,137.56,124.25,160.17,171.66,128.15,166.74,138.08,168.7,49.85,19.11,248.36,408.84,138.05,213.77,146.35,222.0,153.76,273.61,149.83,249.8,100.75,167.75,128.68,176.8,258.75,278.86,154.78,147.4,133.14,173.02,197.7,297.44,145.13,197.76,135.38,170.65,147.0,141.8,136.26,168.0,148.19,182.47,138.14,184.12,119.68,113.56,144.65,165.72,139.07,158.52,161.23,235.71,140.89,168.48,249.34,270.58,131.47,156.82,122.55,160.05,133.35,182.16,193.88,238.34,137.6,159.55,171.87,185.54,149.06,119.33,177.59,285.47,255.15,266.4
2021-08-30,136.21,191.56,202.54,251.79,124.59,158.24,153.32,214.25,128.03,134.83,140.04,166.52,163.72,303.52,173.37,476.32,123.68,143.74,145.5,183.02,112.09,115.87,200.42,233.77,149.22,213.71,151.69,190.94,162.19,232.13,144.29,234.38,144.76,200.43,70.53,20.62,224.86,453.95,147.27,276.46,155.3,229.52,167.89,366.71,152.98,250.67,111.77,178.32,136.63,219.77,262.8,321.83,158.82,174.75,152.52,165.77,168.1,388.78,148.34,218.53,146.95,206.36,145.74,140.33,154.44,204.11,169.41,295.27,148.02,234.52,143.99,172.66,149.45,161.53,148.57,194.44,167.15,234.06,159.6,206.59,229.13,316.97,143.75,162.5,141.44,201.0,177.87,282.56,168.25,305.03,144.69,200.74,173.23,179.16,151.5,141.63,180.12,325.59,247.51,310.49
2021-08-31,156.51,212.28,200.08,256.39,127.58,156.57,157.14,219.94,132.76,136.18,143.92,169.81,170.04,284.53,180.25,682.79,126.29,144.54,138.78,174.21,109.93,109.99,204.08,233.34,153.41,207.03,159.75,203.71,164.79,242.83,148.14,239.36,144.74,194.48,119.93,30.05,223.94,443.61,150.83,251.07,165.07,245.62,168.84,348.84,158.71,271.36,197.79,296.64,140.9,219.58,258.57,324.26,166.69,192.11,151.43,155.87,169.07,362.27,153.7,226.37,151.69,209.53,151.54,143.3,155.6,201.59,170.48,268.16,152.83,229.54,148.09,177.39,151.27,163.32,151.22,191.97,175.96,238.1,160.81,200.06,233.92,305.76,143.3,157.39,146.44,200.81,178.01,261.87,166.94,267.72,147.71,196.1,174.49,182.32,144.53,135.41,181.16,333.75,245.41,321.36
